student_id,ch01_n,ch01_d_mean,ch01_d_max,ch01_er,ch01_q1,ch01_q2,ch02_n,ch02_d_mean,ch02_d_max,ch02_er,ch02_q1,ch02_q2,ch03_n,ch03_d_mean,ch03_d_max,ch03_er,ch03_q1,ch03_q2,ch04_n,ch04_d_mean,ch04_d_max,ch04_er,ch04_q1,ch04_q2,ch05_n,ch05_d_mean,ch05_d_max,ch05_er,ch05_q1,ch05_q2,ch06_n,ch06_d_mean,ch06_d_max,ch06_er,ch06_q1,ch06_q2,ch07_n,ch07_d_mean,ch07_d_max,ch07_er,ch07_q1,ch07_q2,ch08_n,ch08_d_mean,ch08_d_max,ch08_er,ch08_q1,ch08_q2,ch09_n,ch09_d_mean,ch09_d_max,ch09_er,ch09_q1,ch09_q2,ch10_n,ch10_d_mean,ch10_d_max,ch10_er,ch10_q1,ch10_q2,ch11_n,ch11_d_mean,ch11_d_max,ch11_er,ch11_q1,ch11_q2,ch12_n,ch12_d_mean,ch12_d_max,ch12_er,ch12_q1,ch12_q2,gender,race,math_anxiety,memorization_belief,utility_1,utility_2
7de2d2cb-7745-496b-a64d-caf5c42df673,2.0,25.247541666666667,29.084283333333335,0.9368508917395216,1.0,0.0,9.0,30.04521296296296,75.18851666666666,0.6287558898927921,0.8235294117647058,0.9333333333333333,4.0,48.2194625,126.85406666666667,0.7639515573486775,0.8888888888888888,0.9230769230769231,2.0,14.422591666666666,26.221383333333332,0.9127204499110162,0.0,0.0,1.0,1.8583,1.8583,0.9016517120669537,0.0,0.0,1.0,141.91758333333334,141.91758333333334,0.850331351928317,1.0,1.0,2.0,53.51425,104.50971666666666,0.6390598713175496,0.0,0.75,3.0,36.43918888888889,59.8464,0.8711028218216957,1.0,0.0,4.0,37.60669166666666,71.0514,0.6933762812726056,1.0,0.2727272727272727,2.0,49.719008333333335,97.53391666666667,0.96914317369607,0.0,0.0,3.0,48.83860555555556,73.7939,0.8582606432968456,0.0,0.0,3.0,46.30553333333333,84.05786666666667,0.7729389811066788,0.0,0.0,Female,"Hispanic, Latino, or Spanish Origin",Slightly agree,Slightly agree,Agree,Slightly agree
60f83e2f-c512-4b21-afc6-5d12a1eeab3d,4.0,28.051750000000002,54.77285,0.8528478871024524,0.7692307692307693,0.0,5.0,43.25606333333334,149.60505,0.9085981840786357,0.8823529411764706,0.8666666666666667,4.0,42.72890833333334,112.70966666666666,0.9521739909635648,0.7222222222222222,0.8461538461538461,3.0,64.71760555555556,153.87706666666665,0.9133135675239025,0.8333333333333334,0.6428571428571429,10.0,21.066254999999998,61.4767,0.6339661501284768,0.6666666666666666,0.9285714285714286,5.0,37.73983,52.460233333333335,0.9120864367179895,0.6842105263157895,0.8181818181818182,4.0,41.940754166666665,105.41783333333333,0.8768255266925752,0.0,0.4166666666666667,2.0,57.917925,63.35706666666667,0.934526824489909,0.8,0.0,3.0,61.256177777777786,84.82213333333334,0.9556558454108406,0.5,0.9090909090909091,4.0,63.1717,78.22901666666667,0.8309952007200467,0.0,0.0,5.0,57.83055666666667,133.44706666666667,0.8299134035722344,0.0,0.0,4.0,70.19765416666668,159.61301666666668,0.8714522420426619,0.0,0.0,Female,Asian or Asian Am.,Slightly disagree,Slightly disagree,Agree,Agree
767e793e-dca8-4a49-92c8-2cdfa6a13125,1.0,55.81596666666667,55.81596666666667,0.8590221767447745,0.6923076923076923,0.0,3.0,60.884499999999996,152.49551666666667,0.6948786421784343,0.7058823529411765,0.8666666666666667,8.0,29.435250000000003,65.86781666666667,0.47021260952111926,0.7777777777777778,0.8461538461538461,9.0,28.60005,159.94461666666666,0.5271109986633843,0.7222222222222222,0.8571428571428571,5.0,43.44133,131.09138333333334,0.4786046818851472,0.7777777777777778,0.8571428571428571,11.0,25.912077272727277,83.27666666666667,0.4873911949664961,0.6842105263157895,0.8181818181818182,11.0,23.595722727272726,68.19286666666667,0.31849501807248715,0.0,0.75,2.0,66.45998333333334,128.8169,0.4559993108687409,0.8,0.0,10.0,31.689025,61.409216666666666,0.53618286223721,0.5555555555555556,0.6363636363636364,7.0,32.73634523809524,67.93135,0.5641710171450105,0.0,0.0,10.0,28.406713333333332,81.03993333333332,0.6114327840033963,0.0,0.0,8.0,42.43493125,71.28126666666667,0.6103566227846436,0.0,0.0,Female,Asian or Asian Am.,Agree,Agree,Agree,Strongly agree
ade53c84-f641-46a7-8789-8ffaf230bd25,4.0,19.593970833333334,44.795700000000004,0.4669790831374942,0.8461538461538461,0.0,11.0,27.961668181818183,82.19959999999999,0.512759288064729,0.8823529411764706,1.0,9.0,51.10692592592592,136.56445,0.46241551776650863,0.6666666666666666,0.8461538461538461,7.0,34.878254761904756,116.51438333333334,0.5065499306475744,0.4444444444444444,0.6428571428571429,14.0,19.46882976190476,70.82808333333334,0.4099871488257995,0.7777777777777778,0.7142857142857143,7.0,53.5216880952381,196.86845,0.47103548383153754,0.631578947368421,0.7272727272727273,7.0,15.07126904761905,34.53635,0.35673911057387836,0.0,0.5,5.0,20.256590000000003,68.46589999999999,0.5058976000046441,0.75,0.0,2.0,88.55754999999999,137.48444999999998,0.5802111444044896,0.7222222222222222,0.8181818181818182,2.0,41.210924999999996,61.68745,0.5634073088828132,0.0,0.0,2.0,47.5744,89.40249999999999,0.6702194649472686,0.0,0.0,5.0,25.084260000000004,50.76793333333333,0.5112590786978993,0.0,0.0,Female,Asian or Asian Am.,Disagree,Slightly agree,Slightly agree,Slightly agree
615748d3-3c61-4109-bcb7-912115d97be6,4.0,17.346983333333338,62.6525,0.7581923725714955,0.9230769230769231,0.0,5.0,52.36431,122.00341666666667,0.45921935601660524,0.8235294117647058,0.9333333333333333,5.0,53.0134,77.43294999999999,0.562681603545294,1.0,0.9230769230769231,10.0,33.02963333333333,133.08341666666666,0.5511574206358644,0.9444444444444444,1.0,8.0,19.492841666666667,58.77735,0.519461514906701,0.8888888888888888,1.0,6.0,41.22531666666667,101.10005,0.6439920689706001,1.0,0.9090909090909091,6.0,25.291958333333334,72.68436666666666,0.5797330976749958,0.0,0.8333333333333334,7.0,13.24433095238095,21.588366666666666,0.6998999548042101,0.75,0.0,5.0,35.874296666666666,94.96415,0.5798240371627909,0.7777777777777778,0.8181818181818182,10.0,21.895009999999996,65.0537,0.5051637787621055,0.0,0.0,10.0,21.535018333333333,46.338,0.5356296560351099,0.0,0.0,6.0,68.18400833333332,181.75276666666664,0.8286964844129019,0.0,0.0,Female,White,Disagree,Slightly agree,Strongly agree,Strongly agree
bc714b09-c2a9-414c-8f22-14c1f63eb297,6.0,26.53204444444444,86.10733333333333,0.46807132517427313,0.7692307692307693,0.0,15.0,27.72491222222222,77.21755,0.6063258884531559,0.7058823529411765,0.8666666666666667,11.0,36.32357424242424,87.753,0.5258222679866182,0.5,0.7692307692307693,18.0,26.825149999999997,56.2214,0.618463528451635,0.7777777777777778,0.7857142857142857,14.0,18.596842857142857,75.94353333333333,0.5657759385454537,0.7222222222222222,0.7142857142857143,15.0,26.278806666666664,66.21201666666667,0.7130045606702511,0.5789473684210527,0.2727272727272727,5.0,55.12496666666666,125.59594999999999,0.5788735160747908,0.0,0.5833333333333334,8.0,18.766383333333334,51.06463333333333,0.7836672085131463,0.7,0.0,7.0,34.65015952380953,79.03911666666666,0.6190037298239328,0.3888888888888889,0.36363636363636365,15.0,16.319201111111113,54.17216666666666,0.6095688274793092,0.0,0.0,10.0,27.029678333333333,51.94135000000001,0.6290769873059782,0.0,0.0,16.0,19.017006249999998,55.02211666666667,0.5117189176857607,0.0,0.0,Female,"Hispanic, Latino, or Spanish Origin",Agree,Agree,Strongly agree,Agree
53c957b3-2a8e-4ea9-973c-534b5e540b74,8.0,33.85686041666667,129.54766666666666,0.5053431362026795,0.7692307692307693,0.0,4.0,55.458437499999995,197.0348666666667,0.6471543641158626,0.5882352941176471,0.4666666666666667,7.0,48.66160000000001,139.97921666666667,0.5558876530574316,0.6111111111111112,0.6923076923076923,6.0,57.07974722222222,153.90945,0.4801550560281874,0.3888888888888889,0.35714285714285715,6.0,50.296522222222215,71.73701666666666,0.4746676513358842,0.6111111111111112,0.5,6.0,48.965311111111106,96.02268333333333,0.4719354533852973,0.2631578947368421,0.2727272727272727,5.0,35.087920000000004,77.13795,0.7581570005294316,0.0,0.3333333333333333,2.0,97.21915833333333,131.1582,0.588638404639976,0.4,0.0,3.0,31.024788888888892,46.93643333333333,0.43255950143936495,0.16666666666666666,0.2727272727272727,1.0,30.688633333333332,30.688633333333332,0.784885702301683,0.0,0.0,5.0,20.062273333333337,49.13676666666667,0.3203052371380985,0.0,0.0,1.0,27.959600000000002,27.959600000000002,0.7370691137907402,0.0,0.0,Male,"Hispanic, Latino, or Spanish Origin",Strongly disagree,Agree,Strongly agree,Slightly agree
17d3e2a1-84d9-48c5-9dde-af9f51f6b358,2.0,71.37123333333332,139.11513333333332,0.7774007758870977,0.9230769230769231,0.0,4.0,81.98425833333333,263.6872833333333,0.5321589470630219,0.8235294117647058,0.9333333333333333,17.0,41.27363921568628,191.62725,0.4041668097693101,0.9444444444444444,0.7692307692307693,10.0,68.55419666666667,185.17361666666665,0.48329030251716126,0.9444444444444444,0.6428571428571429,7.0,54.31481666666666,156.69798333333335,0.3478810169631561,0.7777777777777778,0.8571428571428571,7.0,41.235285714285716,135.14018333333334,0.6796828672887523,0.7894736842105263,0.7272727272727273,3.0,19.631894444444445,25.522550000000003,0.4987945087302439,0.0,0.6666666666666666,1.0,106.10591666666666,106.10591666666666,0.8587049904493738,0.7,0.0,3.0,49.68343333333333,138.31755,0.8430311570839389,0.6666666666666666,0.5454545454545454,3.0,55.279522222222226,102.57825,0.665479254333397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.988249999999994,144.69298333333333,0.7310318363943137,0.0,0.0,Non-binary,"Hispanic, Latino, or Spanish Origin",Agree,Strongly agree,Agree,Slightly agree
0f122889-830d-40c1-a6f8-f432cb327190,4.0,38.471870833333334,70.86396666666666,0.5946838858186833,1.0,0.0,22.0,27.996405303030297,138.1452,0.4450996576954392,0.8823529411764706,0.8666666666666667,14.0,25.826375,92.15503333333332,0.5382977538425725,0.8888888888888888,0.6153846153846154,12.0,43.338372222222226,234.2494,0.5493484371589987,0.7222222222222222,0.7142857142857143,5.0,53.44254666666667,156.93498333333335,0.566228708445609,0.8888888888888888,0.9285714285714286,9.0,38.57944814814815,121.12738333333333,0.7053186966272826,0.5263157894736842,0.7272727272727273,13.0,22.360739743589747,78.153,0.4256418598602622,0.0,0.6666666666666666,8.0,28.289047916666664,84.53588333333333,0.5661727677823181,0.85,0.0,14.0,30.365266666666667,126.58068333333334,0.533436416872199,0.8888888888888888,0.7272727272727273,7.0,48.73315476190476,108.28296666666667,0.6245136986589072,0.0,0.0,9.0,39.87062777777778,132.99861666666666,0.5555789175466225,0.0,0.0,6.0,55.07827777777778,101.43591666666666,0.5003937231785746,0.0,0.0,Female,"Hispanic, Latino, or Spanish Origin",Strongly agree,Strongly agree,Slightly agree,Slightly disagree
3343c3ec-3165-431e-b9e6-1d20371fcffb,3.0,14.899283333333331,30.943983333333332,0.7650500341830297,0.7692307692307693,0.0,9.0,21.19634814814815,67.16826666666667,0.3878247996570366,0.5294117647058824,0.8666666666666667,3.0,54.49183333333333,91.4413,0.48721002853953077,0.7777777777777778,0.6153846153846154,5.0,35.21524,77.59731666666667,0.5735875129380994,0.8333333333333334,0.42857142857142855,2.0,54.8669,75.76299999999999,0.5247010902341418,0.6666666666666666,0.35714285714285715,9.0,18.521324074074077,50.804433333333336,0.4565490799958675,0.631578947368421,0.2727272727272727,3.0,30.388388888888887,47.173516666666664,0.510586162009006,0.0,0.25,4.0,18.926825,33.4031,0.5186345884219196,0.35,0.0,7.0,22.752519047619046,49.42761666666667,0.3574348593755976,0.16666666666666666,0.5454545454545454,5.0,36.47226333333333,72.94023333333332,0.6288624971035635,0.0,0.0,4.0,35.63292083333333,63.487550000000006,0.501718109027866,0.0,0.0,6.0,32.06959444444445,66.43878333333333,0.5724647854409208,0.0,0.0,Male,Asian or Asian Am.,Slightly agree,Agree,Agree,Agree
